city;orientacao;vidro;WWR;briseh;brisev;Heating;Cooling;InteriorLights;InteriorEquipment;Fans;TotalElectricity
Ssa;S;0.8;0.6;0;0;0;1542;752;1002;117;3413
Ssa;S;0.8;0.4;10;0;0;1449;752;1002;99;3302
Ssa;S;0.8;0.5;10;0;0;1505;752;1002;105;3364
Ssa;S;0.8;0.6;10;0;0;1557;752;1002;111;3421
Ssa;S;0.8;0.4;20;0;0;1430;752;1002;98;3282
Ssa;S;0.8;0.5;20;0;0;1484;752;1002;103;3341
Ssa;S;0.8;0.6;20;0;0;1534;752;1002;109;3396
Ssa;S;0.8;0.4;30;0;0;1408;752;1002;97;3259
Ssa;S;0.8;0.5;30;0;0;1470;752;1002;102;3325
Ssa;S;0.8;0.6;30;0;0;1520;752;1002;107;3381
Ssa;S;0.8;0.4;0;4;0;1401;752;1002;101;3255
Ssa;S;0.8;0.5;0;4;0;1501;752;1002;104;3359
Ssa;S;0.8;0.6;0;4;0;1546;752;1002;109;3409
Ssa;S;0.8;0.4;0;6;0;1437;752;1002;98;3289
Ssa;S;0.8;0.5;0;6;0;1484;752;1002;103;3341
Ssa;S;0.8;0.6;0;6;0;1527;752;1002;108;3389
Ssa;S;0.8;0.4;0;8;0;1426;752;1002;97;3277
Ssa;S;0.8;0.5;0;8;0;1471;752;1002;102;3327
Ssa;S;0.8;0.6;0;8;0;1514;752;1002;106;3374
Ssa;S;0.7;0.4;0;0;0;1411;752;1002;103;3267
Ssa;S;0.7;0.5;0;0;0;1460;752;1002;108;3322
Ssa;S;0.7;0.6;0;0;0;1508;752;1002;113;3376
Ssa;S;0.7;0.4;10;0;0;1428;752;1002;97;3279
Ssa;S;0.7;0.5;10;0;0;1478;752;1002;102;3334
Ssa;S;0.7;0.6;10;0;0;1524;752;1002;107;3385
Ssa;S;0.7;0.4;20;0;0;1412;752;1002;96;3261
Ssa;S;0.7;0.5;20;0;0;1459;752;1002;100;3314
Ssa;S;0.7;0.6;20;0;0;1504;752;1002;105;3364
Ssa;S;0.7;0.4;30;0;0;1393;752;1002;95;3242
Ssa;S;0.7;0.5;30;0;0;1447;752;1002;99;3301
Ssa;S;0.7;0.6;30;0;0;1492;752;1002;104;3350
Ssa;S;0.7;0.4;0;4;0;1383;752;1002;99;3235
Ssa;S;0.7;0.5;0;4;0;1474;752;1002;101;3329
Ssa;S;0.7;0.6;0;4;0;1514;752;1002;106;3374
Ssa;S;0.7;0.4;0;6;0;1417;752;1002;96;3266
Ssa;S;0.7;0.5;0;6;0;1459;752;1002;100;3313
Ssa;S;0.7;0.6;0;6;0;1498;752;1002;104;3356
Ssa;S;0.7;0.4;0;8;0;1407;752;1002;95;3256
Ssa;S;0.7;0.5;0;8;0;1448;752;1002;99;3300
Ssa;S;0.7;0.6;0;8;0;1484;752;1002;103;3341
Ssa;S;0.6;0.4;0;0;0;1391;752;1002;100;3245
Ssa;S;0.6;0.5;0;0;0;1435;752;1002;105;3294
Ssa;S;0.6;0.6;0;0;0;1479;752;1002;110;3343
Ssa;S;0.6;0.4;10;0;0;1409;752;1002;95;3258
Ssa;S;0.6;0.5;10;0;0;1454;752;1002;100;3307
Ssa;S;0.6;0.6;10;0;0;1495;752;1002;104;3353
Ssa;S;0.6;0.4;20;0;0;1394;752;1002;94;3242
Ssa;S;0.6;0.5;20;0;0;1437;752;1002;98;3290
Ssa;S;0.6;0.6;20;0;0;1480;752;1002;103;3337
Ssa;S;0.6;0.4;30;0;0;1379;752;1002;93;3227
Ssa;S;0.6;0.5;30;0;0;1427;752;1002;97;3278
Ssa;S;0.6;0.6;30;0;0;1470;752;1002;102;3325
Ssa;S;0.6;0.4;0;4;0;1364;752;1002;97;3215
Ssa;S;0.6;0.5;0;4;0;1449;752;1002;99;3302
Ssa;S;0.6;0.6;0;4;0;1486;752;1002;103;3343
Ssa;S;0.6;0.4;0;6;0;1398;752;1002;94;3246
Ssa;S;0.6;0.5;0;6;0;1436;752;1002;98;3288
Ssa;S;0.6;0.6;0;6;0;1473;752;1002;102;3329
Ssa;S;0.6;0.4;0;8;0;1392;752;1002;93;3239
Ssa;S;0.6;0.5;0;8;0;1427;752;1002;97;3277
Ssa;S;0.6;0.6;0;8;0;1462;752;1002;101;3316
Ssa;S;0.5;0.4;0;0;0;1374;752;1002;98;3226
Ssa;S;0.5;0.5;0;0;0;1415;752;1002;103;3271
Ssa;S;0.5;0.6;0;0;0;1454;752;1002;107;3315
Ssa;S;0.5;0.4;10;0;0;1395;752;1002;93;3242
Ssa;S;0.5;0.5;10;0;0;1433;752;1002;98;3284
Ssa;S;0.5;0.6;10;0;0;1473;752;1002;102;3328
Ssa;S;0.5;0.4;20;0;0;1382;752;1002;92;3228
Ssa;S;0.5;0.5;20;0;0;1421;752;1002;96;3271
Ssa;S;0.5;0.6;20;0;0;1458;752;1002;100;3312
Ssa;S;0.5;0.4;30;0;0;1374;752;1002;92;3219
Ssa;S;0.5;0.5;30;0;0;1412;752;1002;95;3261
Ssa;S;0.5;0.6;30;0;0;1448;752;1002;100;3302
Ssa;S;0.5;0.4;0;4;0;1351;752;1002;95;3200
Ssa;S;0.5;0.5;0;4;0;1429;752;1002;97;3279
Ssa;S;0.5;0.6;0;4;0;1464;752;1002;101;3319
Ssa;S;0.5;0.4;0;6;0;1385;752;1002;92;3231
Ssa;S;0.5;0.5;0;6;0;1419;752;1002;96;3269
Ssa;S;0.5;0.6;0;6;0;1451;752;1002;99;3304
Ssa;S;0.5;0.4;0;8;0;1377;752;1002;92;3223
Ssa;S;0.5;0.5;0;8;0;1410;752;1002;95;3259
Ssa;S;0.5;0.6;0;8;0;1440;752;1002;98;3292
Ssa;S;0.4;0.4;0;0;0;1366;752;1002;97;3216
Ssa;S;0.4;0.5;0;0;0;1403;752;1002;101;3258
Ssa;S;0.4;0.6;0;0;0;1468;752;1002;104;3326
Ssa;S;0.4;0.4;10;0;0;1385;752;1002;92;3231
Ssa;S;0.4;0.5;10;0;0;1421;752;1002;96;3271
Ssa;S;0.4;0.6;10;0;0;1457;752;1002;100;3312
Ssa;S;0.4;0.4;20;0;0;1374;752;1002;91;3219
Ssa;S;0.4;0.5;20;0;0;1410;752;1002;95;3259
Ssa;S;0.4;0.6;20;0;0;1444;752;1002;99;3296
Ssa;S;0.4;0.4;30;0;0;1366;752;1002;91;3211
Ssa;S;0.4;0.5;30;0;0;1401;752;1002;94;3249
Ssa;S;0.4;0.6;30;0;0;1437;752;1002;98;3289
Ssa;S;0.4;0.4;0;4;0;1349;752;1002;94;3197
Ssa;S;0.4;0.5;0;4;0;1382;752;1002;98;3233
Ssa;S;0.4;0.6;0;4;0;1412;752;1002;101;3268
