city;orientacao;vidro;WWR;briseh;brisev;Heating;Cooling;InteriorLights;InteriorEquipment;Fans;TotalElectricity
Ssa;O;0.7;0.4;10;0;0;1736;752;1002;142;3631
Ssa;O;0.7;0.5;10;0;0;1873;752;1002;159;3785
Ssa;O;0.7;0.6;10;0;0;2005;752;1002;176;3935
Ssa;O;0.7;0.4;20;0;0;1619;752;1002;128;3501
Ssa;O;0.7;0.5;20;0;0;1739;752;1002;143;3637
Ssa;O;0.7;0.6;20;0;0;1863;752;1002;159;3776
Ssa;O;0.7;0.4;30;0;0;1549;752;1002;120;3424
Ssa;O;0.7;0.5;30;0;0;1653;752;1002;133;3540
Ssa;O;0.7;0.6;30;0;0;1775;752;1002;148;3678
Ssa;O;0.7;0.4;0;4;0;1864;752;1002;157;3775
Ssa;O;0.7;0.5;0;4;0;1990;752;1002;174;3918
Ssa;O;0.7;0.6;0;4;0;2113;752;1002;190;4057
Ssa;O;0.7;0.4;0;6;0;1829;752;1002;154;3737
Ssa;O;0.7;0.5;0;6;0;1947;752;1002;170;3870
Ssa;O;0.7;0.6;0;6;0;2062;752;1002;185;4001
Ssa;O;0.7;0.4;0;8;0;1796;752;1002;151;3700
Ssa;O;0.7;0.5;0;8;0;1907;752;1002;165;3826
Ssa;O;0.7;0.6;0;8;0;2014;752;1002;180;3948
Ssa;O;0.6;0.4;0;0;0;1865;752;1002;156;3775
Ssa;O;0.6;0.5;0;0;0;1990;752;1002;173;3916
Ssa;O;0.6;0.6;0;0;0;2110;752;1002;189;4053
Ssa;O;0.6;0.4;10;0;0;1698;752;1002;137;3588
Ssa;O;0.6;0.5;10;0;0;1819;752;1002;153;3726
Ssa;O;0.6;0.6;10;0;0;1940;752;1002;168;3862
Ssa;O;0.6;0.4;20;0;0;1590;752;1002;125;3469
Ssa;O;0.6;0.5;20;0;0;1700;752;1002;139;3592
Ssa;O;0.6;0.6;20;0;0;1809;752;1002;153;3716
Ssa;O;0.6;0.4;30;0;0;1528;752;1002;118;3399
Ssa;O;0.6;0.5;30;0;0;1621;752;1002;129;3504
Ssa;O;0.6;0.6;30;0;0;1729;752;1002;143;3627
Ssa;O;0.6;0.4;0;4;0;1813;752;1002;151;3718
Ssa;O;0.6;0.5;0;4;0;1926;752;1002;166;3846
Ssa;O;0.6;0.6;0;4;0;2035;752;1002;181;3970
Ssa;O;0.6;0.4;0;6;0;1781;752;1002;148;3683
Ssa;O;0.6;0.5;0;6;0;1887;752;1002;163;3803
Ssa;O;0.6;0.6;0;6;0;1989;752;1002;176;3919
Ssa;O;0.6;0.4;0;8;0;1750;752;1002;145;3649
Ssa;O;0.6;0.5;0;8;0;1849;752;1002;159;3762
Ssa;O;0.6;0.6;0;8;0;1944;752;1002;172;3870
Ssa;O;0.5;0.4;0;0;0;1817;752;1002;151;3722
Ssa;O;0.5;0.5;0;0;0;1929;752;1002;166;3849
Ssa;O;0.5;0.6;0;0;0;2038;752;1002;181;3972
Ssa;O;0.5;0.4;10;0;0;1663;752;1002;134;3551
Ssa;O;0.5;0.5;10;0;0;1775;752;1002;148;3677
Ssa;O;0.5;0.6;10;0;0;1882;752;1002;162;3798
Ssa;O;0.5;0.4;20;0;0;1565;752;1002;123;3442
Ssa;O;0.5;0.5;20;0;0;1664;752;1002;135;3553
Ssa;O;0.5;0.6;20;0;0;1764;752;1002;148;3666
Ssa;O;0.5;0.4;30;0;0;1508;752;1002;116;3378
Ssa;O;0.5;0.5;30;0;0;1592;752;1002;127;3472
Ssa;O;0.5;0.6;30;0;0;1691;752;1002;139;3584
Ssa;O;0.5;0.4;0;4;0;1769;752;1002;147;3669
Ssa;O;0.5;0.5;0;4;0;1872;752;1002;160;3786
Ssa;O;0.5;0.6;0;4;0;1970;752;1002;174;3897
Ssa;O;0.5;0.4;0;6;0;1740;752;1002;144;3637
Ssa;O;0.5;0.5;0;6;0;1835;752;1002;157;3746
Ssa;O;0.5;0.6;0;6;0;1926;752;1002;169;3849
Ssa;O;0.5;0.4;0;8;0;1711;752;1002;141;3606
Ssa;O;0.5;0.5;0;8;0;1800;752;1002;153;3707
Ssa;O;0.5;0.6;0;8;0;1885;752;1002;165;3804
Ssa;O;0.4;0.4;0;0;0;1791;752;1002;149;3694
Ssa;O;0.4;0.5;0;0;0;1893;752;1002;163;3810
Ssa;O;0.4;0.6;0;0;0;1991;752;1002;177;3922
Ssa;O;0.4;0.4;10;0;0;1646;752;1002;133;3532
Ssa;O;0.4;0.5;10;0;0;1747;752;1002;146;3647
Ssa;O;0.4;0.6;10;0;0;1844;752;1002;160;3758
Ssa;O;0.4;0.4;20;0;0;1554;752;1002;122;3430
Ssa;O;0.4;0.5;20;0;0;1644;752;1002;134;3532
Ssa;O;0.4;0.6;20;0;0;1734;752;1002;146;3634
Ssa;O;0.4;0.4;30;0;0;1500;752;1002;116;3370
Ssa;O;0.4;0.5;30;0;0;1576;752;1002;126;3456
Ssa;O;0.4;0.6;30;0;0;1667;752;1002;138;3559
Ssa;O;0.4;0.4;0;4;0;1744;752;1002;145;3643
Ssa;O;0.4;0.5;0;4;0;1836;752;1002;158;3748
Ssa;O;0.4;0.6;0;4;0;1923;752;1002;170;3847
Ssa;O;0.4;0.4;0;6;0;1714;752;1002;142;3611
Ssa;O;0.4;0.5;0;6;0;1800;752;1002;154;3708
Ssa;O;0.4;0.6;0;6;0;1882;752;1002;166;3802
Ssa;O;0.4;0.4;0;8;0;1687;752;1002;140;3580
Ssa;O;0.4;0.5;0;8;0;1766;752;1002;151;3671
Ssa;O;0.4;0.6;0;8;0;1843;752;1002;162;3759
Ssa;O;0.3;0.4;0;0;0;1729;752;1002;143;3626
Ssa;O;0.3;0.5;0;0;0;1815;752;1002;155;3724
Ssa;O;0.3;0.6;0;0;0;1897;752;1002;167;3818
Ssa;O;0.3;0.4;10;0;0;1603;752;1002;128;3485
Ssa;O;0.3;0.5;10;0;0;1687;752;1002;140;3582
Ssa;O;0.3;0.6;10;0;0;1769;752;1002;152;3675
Ssa;O;0.3;0.4;20;0;0;1522;752;1002;119;3395
Ssa;O;0.3;0.5;20;0;0;1598;752;1002;129;3481
Ssa;O;0.3;0.6;20;0;0;1674;752;1002;140;3568
Ssa;O;0.3;0.4;30;0;0;1475;752;1002;114;3342
Ssa;O;0.3;0.5;30;0;0;1539;752;1002;122;3415
Ssa;O;0.3;0.6;30;0;0;1616;752;1002;133;3502
Ssa;O;0.3;0.4;0;4;0;1687;752;1002;139;3580
Ssa;O;0.3;0.5;0;4;0;1764;752;1002;150;3669
Ssa;O;0.3;0.6;0;4;0;1838;752;1002;161;3754
Ssa;O;0.3;0.4;0;6;0;1661;752;1002;137;3552
Ssa;O;0.3;0.5;0;6;0;1733;752;1002;147;3634
Ssa;O;0.3;0.6;0;6;0;1802;752;1002;157;3713
Ssa;O;0.3;0.4;0;8;0;1637;752;1002;134;3525
Ssa;O;0.3;0.5;0;8;0;1704;752;1002;144;3602
Ssa;O;0.3;0.6;0;8;0;1767;752;1002;154;3674
