city;orientacao;vidro;WWR;briseh;brisev;Heating;Cooling;InteriorLights;InteriorEquipment;Fans;TotalElectricity
Fln;O;0.5;0.5;10;0;0;1060;752;1002;85;2899
Fln;O;0.5;0.6;10;0;0;1130;752;1002;94;2978
Fln;O;0.5;0.4;20;0;0;925;752;1002;70;2749
Fln;O;0.5;0.5;20;0;0;982;752;1002;77;2812
Fln;O;0.5;0.6;20;0;0;1042;752;1002;84;2880
Fln;O;0.5;0.4;30;0;0;887;752;1002;65;2706
Fln;O;0.5;0.5;30;0;0;933;752;1002;71;2759
Fln;O;0.5;0.6;30;0;0;992;752;1002;79;2825
Fln;O;0.5;0.4;0;4;0;1056;752;1002;84;2894
Fln;O;0.5;0.5;0;4;0;1118;752;1002;92;2965
Fln;O;0.5;0.6;0;4;0;1180;752;1002;101;3034
Fln;O;0.5;0.4;0;6;0;1028;752;1002;82;2864
Fln;O;0.5;0.5;0;6;0;1083;752;1002;89;2926
Fln;O;0.5;0.6;0;6;0;1139;752;1002;96;2989
Fln;O;0.5;0.4;0;8;0;1002;752;1002;79;2836
Fln;O;0.5;0.5;0;8;0;1052;752;1002;86;2892
Fln;O;0.5;0.6;0;8;0;1102;752;1002;93;2949
Fln;O;0.4;0.4;0;0;0;1068;752;1002;86;2908
Fln;O;0.4;0.5;0;0;0;1133;752;1002;94;2982
Fln;O;0.4;0.6;0;0;0;1197;752;1002;103;3053
Fln;O;0.4;0.4;10;0;0;966;752;1002;75;2795
Fln;O;0.4;0.5;10;0;0;1025;752;1002;82;2862
Fln;O;0.4;0.6;10;0;0;1088;752;1002;91;2933
Fln;O;0.4;0.4;20;0;0;904;752;1002;68;2727
Fln;O;0.4;0.5;20;0;0;954;752;1002;75;2783
Fln;O;0.4;0.6;20;0;0;1008;752;1002;81;2843
Fln;O;0.4;0.4;30;0;0;870;752;1002;64;2688
Fln;O;0.4;0.5;30;0;0;910;752;1002;70;2734
Fln;O;0.4;0.6;30;0;0;963;752;1002;76;2793
Fln;O;0.4;0.4;0;4;0;1023;752;1002;82;2859
Fln;O;0.4;0.5;0;4;0;1078;752;1002;89;2921
Fln;O;0.4;0.6;0;4;0;1133;752;1002;96;2983
Fln;O;0.4;0.4;0;6;0;998;752;1002;79;2831
Fln;O;0.4;0.5;0;6;0;1046;752;1002;86;2886
Fln;O;0.4;0.6;0;6;0;1096;752;1002;93;2943
Fln;O;0.4;0.4;0;8;0;975;752;1002;77;2806
Fln;O;0.4;0.5;0;8;0;1018;752;1002;83;2855
Fln;O;0.4;0.6;0;8;0;1063;752;1002;89;2906
Fln;O;0.3;0.4;0;0;0;1017;752;1002;81;2852
Fln;O;0.3;0.5;0;0;0;1068;752;1002;88;2910
Fln;O;0.3;0.6;0;0;0;1120;752;1002;95;2969
Fln;O;0.3;0.4;10;0;0;929;752;1002;72;2755
Fln;O;0.3;0.5;10;0;0;977;752;1002;78;2809
Fln;O;0.3;0.6;10;0;0;1027;752;1002;84;2865
Fln;O;0.3;0.4;20;0;0;877;752;1002;66;2696
Fln;O;0.3;0.5;20;0;0;916;752;1002;71;2741
Fln;O;0.3;0.6;20;0;0;959;752;1002;77;2790
Fln;O;0.3;0.4;30;0;0;847;752;1002;62;2663
Fln;O;0.3;0.5;30;0;0;879;752;1002;67;2700
Fln;O;0.3;0.6;30;0;0;921;752;1002;72;2748
Fln;O;0.3;0.4;0;4;0;978;752;1002;77;2810
Fln;O;0.3;0.5;0;4;0;1021;752;1002;83;2858
Fln;O;0.3;0.6;0;4;0;1066;752;1002;89;2909
Fln;O;0.3;0.4;0;6;0;957;752;1002;75;2786
Fln;O;0.3;0.5;0;6;0;994;752;1002;81;2829
Fln;O;0.3;0.6;0;6;0;1034;752;1002;86;2875
Fln;O;0.3;0.4;0;8;0;936;752;1002;74;2764
Fln;O;0.3;0.5;0;8;0;969;752;1002;78;2802
Fln;O;0.3;0.6;0;8;0;1006;752;1002;84;2843
