city;orientacao;vidro;WWR;briseh;brisev;Heating;Cooling;InteriorLights;InteriorEquipment;Fans;TotalElectricity
BH;L;0.5;0.4;30;0;0;1001;752;1002;93;2848
BH;L;0.5;0.5;30;0;0;1068;752;1002;99;2922
BH;L;0.5;0.6;30;0;0;1150;752;1002;107;3011
BH;L;0.5;0.4;0;4;0;1235;752;1002;116;3105
BH;L;0.5;0.5;0;4;0;1327;752;1002;125;3206
BH;L;0.5;0.6;0;4;0;1415;752;1002;134;3302
BH;L;0.5;0.4;0;6;0;1202;752;1002;113;3069
BH;L;0.5;0.5;0;6;0;1286;752;1002;121;3161
BH;L;0.5;0.6;0;6;0;1367;752;1002;129;3250
BH;L;0.5;0.4;0;8;0;1172;752;1002;110;3035
BH;L;0.5;0.5;0;8;0;1249;752;1002;117;3120
BH;L;0.5;0.6;0;8;0;1323;752;1002;125;3202
BH;L;0.4;0.4;0;0;0;1253;752;1002;118;3125
BH;L;0.4;0.5;0;0;0;1345;752;1002;127;3226
BH;L;0.4;0.6;0;0;0;1432;752;1002;136;3322
BH;L;0.4;0.4;10;0;0;1114;752;1002;104;2972
BH;L;0.4;0.5;10;0;0;1206;752;1002;113;3073
BH;L;0.4;0.6;10;0;0;1295;752;1002;122;3171
BH;L;0.4;0.4;20;0;0;1024;752;1002;95;2873
BH;L;0.4;0.5;20;0;0;1102;752;1002;103;2959
BH;L;0.4;0.6;20;0;0;1188;752;1002;111;3053
BH;L;0.4;0.4;30;0;0;981;752;1002;91;2825
BH;L;0.4;0.5;30;0;0;1039;752;1002;97;2889
BH;L;0.4;0.6;30;0;0;1111;752;1002;104;2968
BH;L;0.4;0.4;0;4;0;1203;752;1002;113;3069
BH;L;0.4;0.5;0;4;0;1283;752;1002;121;3158
BH;L;0.4;0.6;0;4;0;1360;752;1002;129;3242
BH;L;0.4;0.4;0;6;0;1172;752;1002;110;3036
BH;L;0.4;0.5;0;6;0;1246;752;1002;117;3117
BH;L;0.4;0.6;0;6;0;1316;752;1002;124;3194
BH;L;0.4;0.4;0;8;0;1144;752;1002;107;3005
BH;L;0.4;0.5;0;8;0;1211;752;1002;114;3079
BH;L;0.4;0.6;0;8;0;1275;752;1002;120;3150
BH;L;0.3;0.4;0;0;0;1189;752;1002;112;3054
BH;L;0.3;0.5;0;0;0;1263;752;1002;119;3136
BH;L;0.3;0.6;0;0;0;1334;752;1002;126;3214
BH;L;0.3;0.4;10;0;0;1069;752;1002;100;2923
BH;L;0.3;0.5;10;0;0;1146;752;1002;107;3007
BH;L;0.3;0.6;10;0;0;1218;752;1002;115;3086
BH;L;0.3;0.4;20;0;0;988;752;1002;91;2833
BH;L;0.3;0.5;20;0;0;1055;752;1002;98;2908
BH;L;0.3;0.6;20;0;0;1126;752;1002;105;2986
BH;L;0.3;0.4;30;0;0;953;752;1002;87;2794
BH;L;0.3;0.5;30;0;0;998;752;1002;93;2844
BH;L;0.3;0.6;30;0;0;1059;752;1002;99;2912
BH;L;0.3;0.4;0;4;0;1146;752;1002;107;3007
BH;L;0.3;0.5;0;4;0;1211;752;1002;114;3079
BH;L;0.3;0.6;0;4;0;1273;752;1002;120;3147
BH;L;0.3;0.4;0;6;0;1119;752;1002;105;2978
BH;L;0.3;0.5;0;6;0;1179;752;1002;111;3044
BH;L;0.3;0.6;0;6;0;1235;752;1002;116;3106
BH;L;0.3;0.4;0;8;0;1095;752;1002;102;2951
BH;L;0.3;0.5;0;8;0;1149;752;1002;108;3011
BH;L;0.3;0.6;0;8;0;1201;752;1002;113;3068
BH;S;0.8;0.4;0;0;0;972;752;1002;88;2814
BH;S;0.8;0.5;0;0;0;1022;752;1002;94;2870
BH;S;0.8;0.6;0;0;0;1073;752;1002;99;2926
BH;S;0.8;0.4;10;0;0;938;752;1002;84;2776
BH;S;0.8;0.5;10;0;0;989;752;1002;90;2833
BH;S;0.8;0.6;10;0;0;1037;752;1002;96;2887
BH;S;0.8;0.4;20;0;0;930;752;1002;80;2764
BH;S;0.8;0.5;20;0;0;979;752;1002;86;2819
BH;S;0.8;0.6;20;0;0;1025;752;1002;92;2871
BH;S;0.8;0.4;30;0;0;905;752;1002;82;2741
BH;S;0.8;0.5;30;0;0;951;752;1002;87;2792
BH;S;0.8;0.6;30;0;0;998;752;1002;92;2845
BH;S;0.8;0.4;0;4;0;942;752;1002;85;2781
BH;S;0.8;0.5;0;4;0;986;752;1002;90;2830
BH;S;0.8;0.6;0;4;0;1029;752;1002;95;2878
BH;S;0.8;0.4;0;6;0;929;752;1002;83;2766
BH;S;0.8;0.5;0;6;0;970;752;1002;88;2812
BH;S;0.8;0.6;0;6;0;1010;752;1002;93;2856
BH;S;0.8;0.4;0;8;0;917;752;1002;82;2753
BH;S;0.8;0.5;0;8;0;957;752;1002;86;2797
BH;S;0.8;0.6;0;8;0;995;752;1002;91;2839
BH;S;0.7;0.4;0;0;0;943;752;1002;84;2780
BH;S;0.7;0.5;0;0;0;986;752;1002;89;2829
BH;S;0.7;0.6;0;0;0;1028;752;1002;94;2876
BH;S;0.7;0.4;10;0;0;922;752;1002;79;2755
BH;S;0.7;0.5;10;0;0;957;752;1002;86;2797
BH;S;0.7;0.6;10;0;0;1000;752;1002;91;2845
BH;S;0.7;0.4;20;0;0;906;752;1002;77;2737
BH;S;0.7;0.5;20;0;0;947;752;1002;82;2784
BH;S;0.7;0.6;20;0;0;988;752;1002;87;2829
BH;S;0.7;0.4;30;0;0;885;752;1002;79;2718
BH;S;0.7;0.5;30;0;0;923;752;1002;84;2762
BH;S;0.7;0.6;30;0;0;963;752;1002;89;2806
BH;S;0.7;0.4;0;4;0;915;752;1002;81;2750
BH;S;0.7;0.5;0;4;0;955;752;1002;85;2794
BH;S;0.7;0.6;0;4;0;990;752;1002;90;2834
BH;S;0.7;0.4;0;6;0;903;752;1002;80;2737
BH;S;0.7;0.5;0;6;0;939;752;1002;84;2776
BH;S;0.7;0.6;0;6;0;973;752;1002;88;2815
BH;S;0.7;0.4;0;8;0;893;752;1002;79;2725
BH;S;0.7;0.5;0;8;0;932;752;1002;81;2767
BH;S;0.7;0.6;0;8;0;965;752;1002;85;2804
BH;S;0.6;0.4;0;0;0;920;752;1002;81;2755
BH;S;0.6;0.5;0;0;0;959;752;1002;86;2798
BH;S;0.6;0.6;0;0;0;995;752;1002;90;2839
BH;S;0.6;0.4;10;0;0;901;752;1002;77;2731
BH;S;0.6;0.5;10;0;0;939;752;1002;81;2774
BH;S;0.6;0.6;10;0;0;974;752;1002;86;2814
BH;S;0.6;0.4;20;0;0;886;752;1002;75;2716
BH;S;0.6;0.5;20;0;0;924;752;1002;80;2757
BH;S;0.6;0.6;20;0;0;960;752;1002;84;2798
BH;S;0.6;0.4;30;0;0;868;752;1002;77;2699
BH;S;0.6;0.5;30;0;0;903;752;1002;82;2739
BH;S;0.6;0.6;30;0;0;938;752;1002;86;2778
BH;S;0.6;0.4;0;4;0;894;752;1002;78;2726
BH;S;0.6;0.5;0;4;0;928;752;1002;82;2764
BH;S;0.6;0.6;0;4;0;961;752;1002;86;2801
BH;S;0.6;0.4;0;6;0;883;752;1002;77;2714
BH;S;0.6;0.5;0;6;0;914;752;1002;81;2749
BH;S;0.6;0.6;0;6;0;945;752;1002;84;2783
